Start,Stop,Midpoint
"(116, 92)","(185, 169)","(157, 124)"
"(255, 30)","(171, 219)","(208, 119)"
"(143, 181)","(36, 43)","(76, 126)"
"(217, 220)","(101, 60)","(133, 166)"
"(171, 192)","(197, 239)","(186, 213)"
"(187, 2)","(3, 58)","(89, 24)"
"(195, 43)","(127, 132)","(150, 76)"
"(115, 98)","(150, 24)","(131, 60)"
"(91, 175)","(100, 201)","(96, 187)"
"(53, 1)","(154, 17)","(107, 5)"
"(92, 210)","(70, 58)","(77, 138)"
"(39, 15)","(183, 25)","(107, 24)"
"(137, 21)","(18, 222)","(86, 130)"
"(204, 181)","(71, 99)","(115, 163)"
"(128, 153)","(219, 18)","(152, 64)"
"(219, 85)","(180, 99)","(201, 93)"
"(11, 126)","(194, 54)","(96, 84)"
"(142, 147)","(48, 148)","(96, 148)"
"(248, 226)","(96, 179)","(168, 207)"
"(110, 193)","(28, 160)","(78, 168)"
"(230, 75)","(234, 3)","(231, 38)"
"(225, 2)","(172, 239)","(203, 125)"
"(95, 215)","(147, 94)","(104, 138)"
"(52, 250)","(87, 47)","(76, 155)"
"(210, 109)","(85, 62)","(153, 80)"
"(39, 196)","(123, 4)","(81, 100)"
"(96, 216)","(118, 104)","(103, 156)"
"(34, 46)","(73, 197)","(69, 106)"
"(38, 200)","(33, 8)","(38, 102)"
"(209, 22)","(117, 214)","(145, 100)"
"(119, 7)","(173, 7)","(146, 7)"
"(200, 218)","(170, 117)","(176, 177)"
"(40, 18)","(175, 163)","(104, 94)"
"(60, 213)","(73, 47)","(72, 136)"
"(53, 57)","(235, 91)","(145, 73)"
"(10, 84)","(229, 241)","(117, 165)"
"(198, 30)","(121, 221)","(145, 111)"
"(145, 236)","(223, 234)","(184, 235)"
"(15, 209)","(219, 224)","(119, 214)"
"(89, 67)","(159, 17)","(121, 39)"
"(193, 46)","(117, 102)","(152, 71)"
"(191, 2)","(154, 101)","(162, 41)"
"(198, 37)","(9, 156)","(114, 107)"
"(33, 120)","(122, 31)","(84, 82)"
"(125, 224)","(102, 6)","(109, 119)"
"(204, 107)","(71, 254)","(141, 184)"
"(186, 142)","(247, 15)","(221, 83)"
"(228, 214)","(101, 250)","(180, 247)"
"(45, 50)","(91, 201)","(76, 117)"
"(16, 14)","(47, 248)","(21, 141)"
"(110, 162)","(1, 166)","(54, 162)"
"(239, 112)","(226, 112)","(233, 112)"
"(251, 125)","(146, 109)","(194, 122)"
"(30, 101)","(6, 206)","(21, 156)"
"(179, 34)","(88, 81)","(134, 58)"
"(192, 38)","(116, 163)","(147, 93)"
"(166, 239)","(101, 111)","(142, 167)"
"(128, 227)","(202, 224)","(166, 227)"
"(152, 39)","(206, 32)","(175, 32)"
"(66, 10)","(29, 96)","(41, 46)"
"(123, 208)","(75, 65)","(86, 150)"
"(170, 6)","(115, 46)","(140, 23)"
"(88, 85)","(136, 90)","(109, 90)"
"(70, 134)","(242, 170)","(141, 167)"
"(64, 108)","(222, 224)","(142, 167)"
"(89, 157)","(240, 4)","(152, 68)"
"(84, 90)","(195, 171)","(153, 117)"
"(197, 45)","(63, 252)","(108, 126)"
"(89, 103)","(56, 77)","(77, 86)"
"(67, 150)","(34, 179)","(40, 154)"
"(30, 230)","(75, 1)","(38, 101)"
"(32, 151)","(25, 214)","(27, 181)"
"(220, 134)","(199, 223)","(215, 184)"
"(158, 125)","(47, 224)","(100, 172)"
"(90, 18)","(94, 213)","(91, 115)"
"(4, 222)","(65, 198)","(39, 215)"
"(15, 68)","(105, 42)","(47, 42)"
"(163, 128)","(101, 80)","(129, 107)"
"(177, 65)","(209, 11)","(189, 34)"
"(71, 210)","(234, 144)","(148, 173)"
"(188, 17)","(134, 14)","(160, 17)"
"(194, 115)","(111, 151)","(144, 124)"
"(211, 85)","(82, 214)","(163, 166)"
"(153, 156)","(17, 140)","(80, 153)"
"(134, 181)","(158, 182)","(145, 182)"
"(74, 197)","(128, 3)","(111, 110)"
"(148, 165)","(242, 63)","(204, 123)"
"(217, 108)","(25, 122)","(114, 108)"
"(168, 217)","(186, 42)","(174, 127)"
"(2, 46)","(21, 68)","(17, 51)"
"(107, 30)","(85, 75)","(97, 53)"
"(131, 15)","(75, 235)","(107, 129)"
"(143, 244)","(177, 226)","(155, 230)"
"(52, 239)","(81, 163)","(64, 199)"
"(85, 184)","(147, 113)","(113, 146)"
"(63, 60)","(252, 180)","(170, 107)"
"(73, 190)","(97, 153)","(79, 166)"
"(48, 192)","(209, 209)","(125, 204)"
"(215, 175)","(101, 104)","(132, 166)"
"(175, 165)","(91, 119)","(139, 136)"
"(40, 164)","(175, 54)","(111, 113)"
"(189, 183)","(94, 212)","(149, 205)"
"(77, 132)","(226, 15)","(152, 74)"
"(18, 51)","(184, 252)","(103, 149)"
"(197, 32)","(127, 56)","(159, 41)"
"(227, 82)","(188, 91)","(211, 90)"
"(113, 86)","(252, 40)","(167, 48)"
"(143, 194)","(151, 105)","(149, 152)"
"(197, 166)","(80, 23)","(153, 80)"
"(87, 71)","(12, 7)","(36, 53)"
"(8, 182)","(179, 202)","(91, 194)"
"(223, 78)","(41, 204)","(105, 114)"
"(251, 239)","(16, 100)","(136, 167)"
"(125, 148)","(246, 4)","(156, 47)"
"(131, 191)","(227, 161)","(173, 170)"
"(170, 24)","(163, 115)","(165, 68)"
"(170, 174)","(79, 54)","(108, 131)"
"(11, 247)","(18, 163)","(18, 209)"
"(8, 215)","(6, 75)","(9, 144)"
"(15, 39)","(126, 17)","(70, 28)"
"(165, 80)","(150, 190)","(156, 133)"
"(194, 194)","(199, 250)","(196, 222)"
"(218, 235)","(253, 132)","(234, 182)"
"(254, 249)","(113, 57)","(206, 131)"
"(76, 35)","(5, 164)","(34, 93)"
"(61, 151)","(224, 29)","(138, 86)"
"(204, 237)","(203, 90)","(204, 162)"
"(137, 157)","(237, 187)","(174, 185)"
"(217, 52)","(125, 66)","(164, 52)"
"(108, 253)","(119, 11)","(108, 127)"
"(171, 152)","(206, 152)","(188, 152)"
"(202, 36)","(123, 75)","(156, 49)"
"(216, 196)","(137, 132)","(165, 176)"
"(175, 207)","(239, 186)","(206, 196)"
"(154, 204)","(145, 165)","(151, 183)"
"(104, 235)","(57, 69)","(86, 147)"
"(151, 129)","(247, 84)","(204, 112)"
"(54, 206)","(17, 32)","(21, 134)"
"(239, 47)","(187, 103)","(221, 83)"
"(191, 22)","(112, 30)","(154, 28)"
"(205, 162)","(236, 25)","(225, 98)"
"(14, 79)","(234, 13)","(133, 55)"
"(105, 81)","(136, 17)","(131, 60)"
"(179, 21)","(28, 197)","(109, 114)"
"(42, 246)","(33, 148)","(38, 197)"
"(200, 78)","(179, 213)","(190, 146)"
"(160, 206)","(25, 95)","(98, 145)"
"(49, 250)","(66, 113)","(53, 177)"
"(64, 255)","(157, 70)","(103, 155)"
"(2, 111)","(253, 220)","(127, 166)"
"(240, 233)","(141, 69)","(210, 132)"
"(156, 167)","(158, 99)","(156, 132)"
"(196, 163)","(26, 19)","(105, 97)"
"(183, 116)","(155, 138)","(171, 129)"
"(149, 196)","(162, 196)","(155, 196)"
"(207, 104)","(187, 32)","(190, 75)"
"(97, 104)","(164, 176)","(111, 159)"
"(206, 88)","(41, 130)","(113, 98)"
"(9, 214)","(117, 207)","(61, 209)"
"(125, 185)","(140, 100)","(133, 143)"
"(96, 40)","(174, 239)","(114, 160)"
"(179, 246)","(56, 234)","(118, 240)"
"(82, 95)","(82, 48)","(82, 72)"
"(112, 167)","(72, 39)","(91, 104)"
"(76, 155)","(128, 77)","(100, 114)"
"(190, 15)","(54, 9)","(124, 10)"
"(129, 219)","(225, 69)","(179, 146)"
"(15, 128)","(210, 131)","(113, 129)"
"(186, 97)","(250, 100)","(216, 100)"
"(151, 224)","(53, 243)","(101, 232)"
"(20, 227)","(172, 225)","(95, 225)"
"(213, 174)","(171, 40)","(191, 108)"
"(90, 94)","(242, 180)","(136, 167)"
"(226, 173)","(214, 1)","(223, 84)"
"(185, 96)","(180, 218)","(185, 159)"
"(51, 30)","(166, 214)","(108, 122)"
"(19, 165)","(104, 219)","(54, 199)"
"(234, 235)","(50, 90)","(138, 167)"
"(179, 48)","(156, 207)","(171, 131)"
"(81, 231)","(44, 150)","(75, 178)"
"(140, 100)","(159, 112)","(155, 100)"
"(176, 185)","(76, 136)","(121, 166)"
"(63, 84)","(163, 32)","(122, 67)"
"(206, 149)","(12, 15)","(99, 92)"
"(160, 129)","(18, 216)","(95, 178)"
"(73, 19)","(235, 110)","(152, 66)"
"(34, 46)","(124, 60)","(75, 57)"
"(71, 201)","(73, 45)","(72, 123)"
"(148, 202)","(80, 90)","(104, 156)"
"(4, 244)","(70, 178)","(33, 207)"
"(122, 3)","(139, 75)","(131, 38)"
"(102, 148)","(54, 130)","(80, 137)"
"(118, 25)","(166, 160)","(151, 83)"
"(75, 0)","(110, 34)","(100, 9)"
"(219, 116)","(245, 104)","(232, 110)"
"(216, 223)","(197, 14)","(199, 126)"
"(113, 64)","(10, 240)","(77, 167)"
"(4, 158)","(110, 147)","(58, 154)"
"(112, 39)","(76, 12)","(96, 24)"
"(143, 20)","(186, 7)","(165, 14)"
"(209, 14)","(44, 23)","(131, 24)"
"(149, 237)","(176, 38)","(165, 140)"
"(52, 162)","(231, 19)","(137, 86)"
"(172, 13)","(167, 67)","(170, 40)"
"(250, 70)","(174, 155)","(209, 109)"
"(178, 72)","(213, 125)","(199, 95)"
"(100, 66)","(163, 19)","(128, 39)"
"(144, 44)","(98, 49)","(120, 45)"
"(122, 207)","(216, 186)","(163, 191)"
"(80, 94)","(244, 75)","(161, 84)"
"(213, 55)","(176, 165)","(202, 117)"
"(212, 121)","(187, 132)","(195, 122)"
"(34, 132)","(112, 158)","(73, 145)"
"(230, 34)","(208, 62)","(218, 47)"
"(95, 22)","(128, 79)","(111, 51)"
"(109, 113)","(173, 130)","(137, 125)"
"(161, 198)","(6, 119)","(91, 151)"
"(180, 172)","(235, 102)","(199, 129)"
"(147, 224)","(119, 224)","(133, 224)"
"(155, 29)","(18, 247)","(83, 134)"
"(171, 75)","(173, 245)","(170, 161)"
"(199, 247)","(238, 254)","(220, 249)"
"(163, 108)","(77, 138)","(123, 126)"
"(39, 250)","(206, 75)","(89, 129)"
"(184, 14)","(169, 96)","(170, 48)"
"(196, 2)","(68, 227)","(121, 103)"
"(78, 186)","(53, 254)","(76, 230)"
"(232, 94)","(49, 109)","(135, 96)"
"(86, 158)","(55, 234)","(67, 192)"
"(232, 158)","(248, 242)","(237, 203)"
"(43, 245)","(67, 25)","(54, 134)"
"(129, 68)","(30, 23)","(83, 42)"
"(228, 210)","(13, 169)","(112, 198)"
"(160, 173)","(239, 223)","(202, 195)"
"(227, 20)","(239, 201)","(229, 114)"
"(50, 178)","(91, 151)","(64, 158)"
"(195, 55)","(24, 184)","(104, 114)"
"(135, 6)","(155, 93)","(148, 46)"
"(183, 27)","(44, 46)","(117, 40)"
"(145, 129)","(212, 148)","(181, 136)"
"(94, 104)","(253, 107)","(172, 107)"
"(224, 140)","(4, 157)","(120, 154)"
"(217, 54)","(38, 102)","(120, 70)"
"(248, 255)","(1, 95)","(134, 166)"
"(9, 210)","(87, 51)","(37, 120)"
"(216, 183)","(187, 5)","(192, 104)"
"(248, 161)","(8, 228)","(110, 176)"
"(255, 122)","(53, 67)","(153, 96)"
"(99, 145)","(244, 252)","(179, 191)"
"(18, 75)","(130, 17)","(88, 60)"
"(71, 147)","(102, 177)","(90, 158)"
"(156, 148)","(80, 199)","(119, 174)"
"(180, 137)","(230, 254)","(208, 192)"
"(218, 254)","(210, 108)","(218, 177)"
"(222, 8)","(199, 35)","(204, 15)"
"(188, 252)","(38, 29)","(103, 151)"
"(95, 218)","(149, 79)","(106, 133)"
"(15, 66)","(130, 139)","(83, 92)"
"(6, 104)","(143, 122)","(77, 110)"
"(117, 75)","(5, 224)","(77, 165)"
"(242, 30)","(71, 171)","(141, 85)"
"(154, 168)","(234, 88)","(195, 129)"
"(233, 165)","(166, 113)","(208, 131)"
"(71, 43)","(27, 3)","(48, 24)"
"(25, 165)","(224, 85)","(111, 112)"
"(222, 151)","(15, 205)","(116, 175)"
"(210, 29)","(76, 156)","(137, 86)"
"(68, 170)","(19, 222)","(42, 194)"
"(211, 242)","(235, 225)","(225, 236)"
"(211, 10)","(120, 73)","(163, 39)"
"(110, 41)","(195, 71)","(150, 58)"
"(253, 10)","(18, 227)","(121, 104)"
"(195, 63)","(114, 138)","(139, 85)"
"(58, 184)","(130, 113)","(83, 138)"
"(2, 137)","(64, 184)","(21, 172)"
"(40, 69)","(197, 124)","(117, 98)"
"(83, 30)","(231, 38)","(161, 28)"
"(160, 104)","(140, 119)","(155, 116)"
"(42, 75)","(140, 95)","(84, 92)"
"(177, 201)","(140, 51)","(167, 118)"
"(98, 7)","(245, 209)","(180, 99)"
"(129, 153)","(234, 155)","(180, 155)"
"(173, 235)","(98, 76)","(125, 166)"
"(206, 191)","(139, 252)","(162, 211)"
"(66, 6)","(244, 254)","(119, 166)"
"(170, 17)","(227, 228)","(193, 128)"
"(237, 178)","(217, 92)","(225, 137)"
"(148, 231)","(8, 243)","(78, 237)"
"(46, 52)","(60, 237)","(52, 145)"
"(69, 201)","(243, 85)","(120, 107)"
"(55, 189)","(110, 5)","(80, 95)"
"(152, 227)","(107, 174)","(140, 190)"
"(229, 19)","(173, 15)","(201, 17)"
"(27, 106)","(172, 236)","(110, 160)"
"(179, 178)","(75, 201)","(121, 183)"
"(137, 90)","(113, 147)","(118, 111)"
"(246, 108)","(38, 227)","(148, 173)"
"(70, 57)","(45, 46)","(57, 52)"
"(139, 87)","(28, 12)","(87, 46)"
"(27, 14)","(14, 65)","(19, 38)"
"(196, 28)","(77, 195)","(122, 97)"
"(96, 180)","(52, 247)","(69, 208)"
"(11, 105)","(193, 41)","(105, 76)"
"(94, 6)","(75, 147)","(81, 73)"
"(180, 203)","(70, 55)","(108, 146)"
"(240, 116)","(161, 237)","(192, 168)"
"(80, 207)","(90, 71)","(83, 137)"
"(114, 87)","(69, 245)","(99, 173)"
"(93, 130)","(94, 80)","(93, 105)"
"(12, 136)","(10, 233)","(12, 185)"
"(218, 160)","(202, 125)","(217, 136)"
"(129, 45)","(33, 89)","(76, 62)"
"(235, 244)","(107, 91)","(158, 181)"
"(59, 228)","(37, 255)","(49, 242)"
"(122, 247)","(103, 90)","(104, 177)"
"(101, 6)","(122, 124)","(111, 65)"
"(20, 194)","(60, 229)","(35, 216)"
"(221, 226)","(190, 162)","(209, 191)"
"(68, 116)","(199, 12)","(131, 62)"
"(49, 250)","(210, 135)","(145, 208)"
"(0, 1)","(105, 61)","(67, 16)"
"(141, 98)","(202, 249)","(174, 171)"
"(85, 100)","(15, 244)","(67, 189)"
"(82, 112)","(164, 26)","(139, 85)"
"(3, 9)","(82, 207)","(53, 97)"
"(88, 217)","(89, 243)","(88, 230)"
"(183, 233)","(189, 81)","(188, 159)"
"(53, 147)","(42, 32)","(51, 86)"
"(190, 153)","(215, 6)","(206, 83)"
"(240, 2)","(212, 51)","(231, 31)"
"(157, 126)","(117, 103)","(141, 111)"
"(51, 47)","(87, 104)","(61, 83)"
"(70, 123)","(119, 16)","(96, 71)"
"(14, 174)","(179, 31)","(108, 114)"
"(129, 235)","(144, 180)","(142, 213)"
"(8, 76)","(117, 199)","(76, 124)"
"(99, 226)","(180, 210)","(141, 220)"
"(78, 142)","(16, 237)","(62, 204)"
"(91, 165)","(20, 24)","(53, 97)"
"(103, 8)","(113, 13)","(110, 8)"
"(149, 250)","(140, 27)","(142, 141)"
"(113, 40)","(214, 172)","(170, 99)"
"(47, 169)","(115, 249)","(96, 194)"
"(138, 70)","(14, 19)","(79, 42)"
"(210, 1)","(192, 165)","(206, 88)"
"(168, 243)","(26, 136)","(101, 186)"
"(112, 153)","(99, 17)","(110, 81)"
"(203, 104)","(14, 89)","(110, 95)"
"(241, 69)","(129, 122)","(174, 84)"
"(183, 149)","(118, 232)","(162, 202)"
"(195, 83)","(138, 40)","(155, 73)"
"(19, 198)","(98, 196)","(59, 198)"
"(168, 237)","(59, 151)","(110, 198)"
"(165, 48)","(203, 97)","(182, 74)"
"(80, 120)","(251, 45)","(152, 69)"
"(206, 66)","(251, 133)","(230, 98)"
"(32, 174)","(235, 2)","(132, 87)"
"(82, 136)","(245, 243)","(167, 186)"
"(148, 28)","(11, 4)","(75, 21)"
"(25, 108)","(157, 229)","(104, 155)"
"(101, 107)","(90, 124)","(98, 118)"
"(39, 105)","(42, 2)","(40, 53)"
"(217, 71)","(164, 107)","(191, 89)"
"(79, 238)","(20, 23)","(69, 111)"
"(106, 158)","(22, 227)","(72, 200)"
"(47, 40)","(91, 125)","(67, 84)"
"(67, 186)","(60, 44)","(70, 112)"
"(197, 90)","(101, 79)","(151, 83)"
"(92, 214)","(81, 49)","(83, 135)"
"(174, 181)","(141, 213)","(163, 202)"
"(184, 32)","(172, 131)","(175, 78)"
"(40, 189)","(3, 51)","(21, 121)"
"(236, 4)","(243, 5)","(240, 4)"
"(182, 220)","(145, 188)","(162, 206)"
"(242, 17)","(179, 217)","(209, 115)"
"(195, 169)","(232, 230)","(218, 195)"
"(98, 63)","(222, 171)","(178, 99)"
"(89, 120)","(183, 245)","(147, 171)"
"(156, 215)","(189, 30)","(174, 124)"
"(183, 28)","(17, 47)","(105, 42)"
"(252, 160)","(194, 21)","(237, 77)"
"(118, 210)","(133, 62)","(133, 144)"
"(25, 88)","(88, 158)","(69, 110)"
"(229, 186)","(237, 107)","(229, 143)"
"(76, 139)","(60, 205)","(74, 178)"
"(31, 0)","(211, 159)","(148, 52)"
"(89, 34)","(8, 12)","(48, 24)"
"(196, 167)","(101, 153)","(142, 167)"
"(184, 184)","(176, 36)","(176, 114)"
"(215, 235)","(4, 59)","(103, 154)"
"(68, 183)","(43, 94)","(55, 139)"
"(206, 155)","(104, 30)","(163, 85)"
"(198, 243)","(138, 179)","(170, 209)"
"(230, 143)","(123, 99)","(184, 114)"
"(145, 76)","(65, 146)","(108, 114)"
"(100, 204)","(95, 184)","(99, 193)"
"(1, 157)","(117, 131)","(68, 153)"
"(229, 224)","(88, 32)","(187, 100)"
"(202, 196)","(50, 57)","(103, 150)"
"(103, 143)","(12, 135)","(60, 137)"
"(242, 74)","(125, 241)","(190, 164)"
"(179, 26)","(101, 69)","(151, 58)"
"(33, 27)","(40, 237)","(37, 131)"
"(19, 198)","(101, 147)","(41, 154)"
"(163, 134)","(103, 253)","(142, 202)"
"(49, 90)","(250, 115)","(156, 96)"
"(100, 108)","(65, 125)","(76, 110)"
"(178, 73)","(168, 81)","(172, 76)"
"(55, 70)","(50, 76)","(54, 74)"
"(163, 100)","(159, 254)","(163, 179)"
"(153, 51)","(223, 78)","(180, 72)"
"(173, 67)","(74, 160)","(117, 107)"
"(209, 251)","(170, 148)","(182, 207)"
"(235, 80)","(118, 121)","(160, 84)"
"(154, 32)","(30, 60)","(92, 46)"
"(6, 64)","(106, 96)","(56, 80)"
"(140, 171)","(5, 36)","(68, 108)"
"(49, 166)","(61, 208)","(54, 188)"
"(49, 88)","(182, 180)","(103, 146)"
"(92, 58)","(15, 238)","(76, 170)"
"(90, 34)","(168, 250)","(112, 159)"
"(38, 227)","(109, 15)","(76, 124)"
"(46, 91)","(19, 179)","(30, 132)"
"(200, 44)","(252, 95)","(226, 69)"
"(239, 103)","(10, 232)","(130, 173)"
"(126, 110)","(242, 65)","(180, 84)"
"(126, 211)","(163, 29)","(145, 121)"
"(64, 114)","(120, 172)","(94, 141)"
"(160, 164)","(55, 33)","(107, 99)"
"(101, 93)","(235, 182)","(165, 140)"
"(158, 123)","(29, 68)","(97, 92)"
"(234, 27)","(237, 45)","(237, 34)"
"(42, 122)","(215, 240)","(142, 167)"
"(85, 221)","(102, 225)","(95, 221)"
"(202, 99)","(165, 194)","(196, 159)"
"(59, 148)","(70, 31)","(66, 91)"
"(202, 219)","(90, 60)","(120, 166)"
"(242, 62)","(12, 109)","(137, 95)"
"(118, 131)","(100, 63)","(109, 97)"
"(56, 39)","(197, 24)","(119, 24)"
"(186, 29)","(232, 255)","(202, 149)"
"(220, 73)","(30, 35)","(133, 46)"
"(8, 139)","(71, 178)","(44, 154)"
"(82, 120)","(106, 154)","(91, 140)"
"(115, 3)","(67, 83)","(99, 51)"
"(46, 214)","(150, 1)","(104, 114)"
"(36, 207)","(63, 7)","(38, 96)"
"(224, 239)","(35, 192)","(139, 206)"
"(230, 205)","(127, 19)","(189, 102)"
"(135, 120)","(123, 1)","(130, 60)"
"(255, 116)","(144, 110)","(201, 112)"
"(186, 141)","(37, 180)","(124, 173)"
"(78, 141)","(97, 20)","(81, 74)"
"(143, 184)","(189, 3)","(150, 78)"
"(103, 43)","(247, 124)","(166, 92)"
"(75, 216)","(113, 238)","(104, 217)"
"(62, 243)","(113, 42)","(77, 132)"
"(173, 167)","(177, 98)","(176, 134)"
"(215, 252)","(243, 10)","(229, 131)"
"(175, 163)","(251, 111)","(220, 144)"
"(75, 53)","(250, 44)","(162, 48)"
"(17, 67)","(20, 225)","(21, 144)"
"(23, 109)","(24, 130)","(24, 119)"
"(162, 25)","(234, 61)","(194, 47)"
"(17, 3)","(181, 234)","(88, 129)"
"(238, 164)","(180, 239)","(223, 215)"
"(12, 184)","(244, 27)","(121, 99)"
"(227, 241)","(50, 49)","(118, 166)"
"(83, 18)","(25, 155)","(51, 83)"
"(154, 165)","(155, 75)","(155, 121)"
"(79, 139)","(149, 249)","(133, 175)"
"(161, 72)","(78, 107)","(125, 95)"
"(199, 148)","(124, 104)","(160, 128)"
"(14, 4)","(215, 208)","(91, 129)"
"(113, 68)","(114, 94)","(114, 80)"
"(88, 209)","(193, 51)","(117, 107)"
"(168, 232)","(202, 222)","(187, 229)"
"(101, 127)","(34, 47)","(72, 83)"
"(202, 35)","(204, 216)","(202, 126)"
"(168, 106)","(236, 242)","(228, 148)"
"(3, 145)","(35, 35)","(14, 85)"
"(66, 172)","(65, 189)","(66, 181)"
"(207, 202)","(141, 177)","(174, 190)"
"(244, 5)","(197, 183)","(214, 87)"
"(98, 29)","(121, 91)","(111, 58)"
"(33, 57)","(16, 185)","(21, 117)"
"(246, 194)","(194, 235)","(222, 216)"
"(66, 220)","(22, 165)","(43, 194)"
"(112, 212)","(86, 59)","(99, 136)"
"(111, 73)","(37, 90)","(77, 84)"
"(131, 30)","(110, 49)","(117, 36)"
"(64, 155)","(24, 185)","(31, 157)"
"(80, 255)","(157, 48)","(104, 137)"
"(5, 51)","(5, 74)","(5, 62)"
"(226, 85)","(224, 91)","(226, 89)"
"(87, 24)","(205, 143)","(153, 76)"
"(188, 174)","(130, 160)","(156, 170)"
"(29, 66)","(74, 86)","(50, 77)"
"(14, 243)","(113, 236)","(62, 238)"
"(220, 86)","(171, 42)","(182, 78)"
"(231, 5)","(212, 147)","(227, 81)"
"(127, 166)","(255, 60)","(203, 125)"
"(176, 127)","(150, 237)","(164, 183)"
"(246, 69)","(181, 40)","(213, 55)"
"(81, 35)","(132, 128)","(96, 92)"
"(197, 130)","(147, 45)","(166, 94)"
"(177, 213)","(153, 142)","(167, 176)"
"(81, 51)","(141, 250)","(104, 157)"
"(41, 242)","(156, 92)","(77, 146)"
"(55, 21)","(34, 65)","(44, 42)"
"(70, 46)","(117, 153)","(91, 102)"
"(28, 90)","(71, 222)","(57, 148)"
"(145, 36)","(100, 167)","(121, 100)"
"(65, 232)","(217, 137)","(159, 203)"
"(128, 143)","(20, 255)","(74, 199)"
"(168, 167)","(237, 218)","(210, 185)"
"(28, 27)","(57, 118)","(41, 74)"
"(96, 181)","(109, 136)","(103, 159)"
"(10, 152)","(134, 247)","(69, 202)"
"(69, 181)","(71, 206)","(69, 194)"
"(42, 165)","(210, 18)","(128, 94)"
"(86, 197)","(124, 231)","(107, 212)"
"(102, 43)","(150, 77)","(128, 58)"
"(188, 42)","(241, 197)","(223, 111)"
"(174, 189)","(82, 56)","(108, 143)"
"(34, 77)","(166, 244)","(104, 156)"
"(233, 254)","(39, 254)","(135, 255)"
"(199, 59)","(94, 43)","(152, 46)"
"(57, 155)","(214, 79)","(121, 103)"
"(39, 121)","(109, 109)","(69, 110)"
"(115, 6)","(24, 7)","(70, 7)"
"(122, 139)","(92, 117)","(107, 128)"
"(11, 225)","(51, 140)","(27, 179)"
"(27, 13)","(71, 146)","(51, 77)"
"(242, 131)","(18, 134)","(129, 131)"
"(138, 147)","(215, 251)","(179, 196)"
"(7, 216)","(172, 204)","(92, 213)"
"(239, 134)","(156, 102)","(192, 124)"
"(195, 30)","(174, 17)","(181, 27)"
"(205, 178)","(73, 62)","(145, 114)"
"(35, 111)","(83, 103)","(56, 104)"
"(199, 168)","(72, 75)","(144, 113)"
"(97, 188)","(74, 85)","(83, 139)"
"(188, 221)","(245, 178)","(218, 201)"
"(213, 71)","(114, 75)","(162, 71)"
"(57, 156)","(181, 83)","(111, 112)"
"(176, 110)","(144, 182)","(167, 153)"
"(91, 198)","(196, 80)","(112, 108)"
"(36, 131)","(79, 172)","(69, 140)"
"(88, 49)","(178, 221)","(109, 159)"
"(40, 27)","(49, 29)","(45, 27)"
"(123, 97)","(127, 165)","(124, 132)"
"(38, 216)","(224, 9)","(121, 103)"
"(163, 214)","(216, 70)","(199, 152)"
"(10, 149)","(217, 31)","(104, 81)"
"(131, 44)","(44, 146)","(85, 92)"
"(116, 141)","(77, 84)","(108, 101)"
"(206, 2)","(73, 178)","(136, 86)"
"(230, 129)","(19, 148)","(122, 136)"
"(136, 115)","(122, 203)","(133, 163)"
"(18, 139)","(50, 98)","(37, 122)"
"(235, 209)","(188, 66)","(224, 125)"
"(110, 50)","(222, 204)","(189, 104)"
"(92, 129)","(56, 157)","(72, 141)"
"(146, 74)","(74, 28)","(105, 56)"
"(193, 128)","(144, 254)","(165, 187)"
"(31, 226)","(6, 84)","(22, 152)"
"(2, 82)","(67, 29)","(24, 45)"
"(132, 127)","(83, 252)","(109, 191)"
"(1, 55)","(246, 24)","(131, 46)"
"(12, 98)","(9, 116)","(10, 106)"
"(165, 197)","(117, 97)","(137, 151)"
"(253, 52)","(51, 166)","(138, 95)"
"(23, 79)","(151, 133)","(101, 92)"
"(192, 40)","(49, 235)","(100, 117)"
"(204, 118)","(88, 201)","(157, 170)"
"(67, 114)","(128, 131)","(92, 128)"
"(207, 82)","(122, 131)","(149, 91)"
"(160, 71)","(87, 207)","(107, 122)"
"(82, 249)","(155, 44)","(106, 134)"
"(113, 87)","(141, 247)","(130, 164)"
"(156, 50)","(91, 152)","(121, 98)"
"(49, 223)","(96, 95)","(77, 164)"
"(62, 195)","(8, 131)","(26, 172)"
"(108, 22)","(67, 150)","(83, 81)"
"(155, 157)","(235, 13)","(211, 101)"
"(91, 10)","(131, 177)","(104, 100)"
"(228, 138)","(22, 199)","(130, 173)"
"(163, 208)","(247, 150)","(194, 168)"
"(193, 244)","(24, 154)","(110, 198)"
